calendar_date,holiday,price,quantity,item_name
2012-02-05,Luner New Year,126.0,560,SANDWICH
2012-02-06,Luner New Year,155.0,1120,BURGER
2012-02-06,Luner New Year,127.30000000000001,520,COFFEE
2012-02-06,Luner New Year,127.5,240,LEMONADE
2012-02-06,Luner New Year,126.0,640,SANDWICH
2012-02-07,Luner New Year,155.0,1120,BURGER
2012-02-07,Luner New Year,127.30000000000001,360,COFFEE
2012-02-07,Luner New Year,127.5,360,LEMONADE
2012-02-07,Luner New Year,126.0,600,SANDWICH
2012-02-08,Luner New Year,155.0,1200,BURGER
2012-02-08,Luner New Year,127.30000000000001,400,COFFEE
2012-02-08,Luner New Year,127.5,320,LEMONADE
2012-02-08,Luner New Year,126.0,600,SANDWICH
2012-02-09,,155.0,1760,BURGER
2012-02-09,,127.30000000000001,560,COFFEE
2012-02-09,,127.5,320,LEMONADE
2012-02-09,,126.0,840,SANDWICH
2012-02-10,,155.0,1800,BURGER
2012-02-10,,127.30000000000001,520,COFFEE
2012-02-10,,127.5,400,LEMONADE
2012-02-10,,126.0,880,SANDWICH
2012-02-11,,155.0,1520,BURGER
2012-02-11,,127.30000000000001,520,COFFEE
2012-02-11,,127.5,280,LEMONADE
2012-02-11,,126.0,800,SANDWICH
2012-02-12,,155.0,1440,BURGER
2012-02-12,,127.30000000000001,520,COFFEE
2012-02-12,,127.5,320,LEMONADE
2012-02-12,,126.0,680,SANDWICH
2012-02-13,,155.0,1800,BURGER
2012-02-13,,127.30000000000001,600,COFFEE
2012-02-13,,127.5,320,LEMONADE
2012-02-13,,126.0,920,SANDWICH
2012-02-14,,155.0,1640,BURGER
2012-02-14,,127.30000000000001,640,COFFEE
2012-02-14,,127.5,360,LEMONADE
2012-02-14,,126.0,880,SANDWICH
2012-02-15,,155.0,1720,BURGER
2012-02-15,,127.30000000000001,600,COFFEE
2012-02-15,,127.5,320,LEMONADE
2012-02-15,,126.0,960,SANDWICH
2012-02-16,,155.0,1720,BURGER
2012-02-16,,127.30000000000001,640,COFFEE
2012-02-16,,127.5,320,LEMONADE
2012-02-16,,126.0,840,SANDWICH
2012-02-17,,155.0,1680,BURGER
2012-02-17,,127.30000000000001,520,COFFEE
2012-02-17,,127.5,360,LEMONADE
2012-02-17,,126.0,840,SANDWICH
2012-02-18,,155.0,1240,BURGER
2012-02-18,,127.30000000000001,360,COFFEE
2012-02-18,,127.5,320,LEMONADE
2012-02-18,,126.0,600,SANDWICH
2012-02-19,,155.0,1200,BURGER
2012-02-19,,127.30000000000001,520,COFFEE
2012-02-19,,127.5,320,LEMONADE
2012-02-19,,126.0,560,SANDWICH
2012-02-20,,155.0,1760,BURGER
2012-02-20,,127.30000000000001,520,COFFEE
2012-02-20,,127.5,400,LEMONADE
2012-02-20,,126.0,880,SANDWICH
2012-02-21,,155.0,1800,BURGER
2012-02-21,,127.30000000000001,520,COFFEE
2012-02-21,,127.5,400,LEMONADE
2012-02-21,,126.0,880,SANDWICH
2012-02-22,,155.0,1800,BURGER
2012-02-22,,127.30000000000001,600,COFFEE
2012-02-22,,127.5,400,LEMONADE
2012-02-22,,126.0,880,SANDWICH
2012-02-23,,155.0,1760,BURGER
2012-02-23,,127.30000000000001,600,COFFEE
2012-02-23,,127.5,440,LEMONADE
2012-02-23,,126.0,920,SANDWICH
2012-02-24,,155.0,1640,BURGER
2012-02-24,,127.30000000000001,560,COFFEE
2012-02-24,,127.5,480,LEMONADE
2012-02-24,,126.0,920,SANDWICH
2012-02-25,,155.0,1240,BURGER
2012-02-25,,127.30000000000001,440,COFFEE
2012-02-25,,127.5,240,LEMONADE
2012-02-25,,126.0,720,SANDWICH
2012-02-26,,155.0,1200,BURGER
2012-02-26,,127.30000000000001,440,COFFEE
2012-02-26,,127.5,280,LEMONADE
2012-02-26,,126.0,600,SANDWICH
2012-02-27,,155.0,1640,BURGER
2012-02-27,,127.30000000000001,600,COFFEE
2012-02-27,,127.5,400,LEMONADE
2012-02-27,,126.0,1000,SANDWICH
2012-02-28,,155.0,1720,BURGER
2012-02-28,,127.30000000000001,520,COFFEE
2012-02-28,,127.5,440,LEMONADE
2012-02-28,,126.0,840,SANDWICH
2012-03-01,,155.0,1680,BURGER
2012-03-01,,127.30000000000001,640,COFFEE
2012-03-01,,127.5,400,LEMONADE
2012-03-01,,126.0,1000,SANDWICH
2012-03-02,,155.0,1720,BURGER
2012-03-02,,127.30000000000001,680,COFFEE
2012-03-02,,127.5,480,LEMONADE
2012-03-02,,126.0,920,SANDWICH
2012-03-03,,155.0,1280,BURGER
2012-03-03,,127.30000000000001,520,COFFEE
2012-03-03,,127.5,240,LEMONADE
2012-03-03,,126.0,600,SANDWICH
2012-03-04,,155.0,1240,BURGER
2012-03-04,,127.30000000000001,520,COFFEE
2012-03-04,,127.5,360,LEMONADE
2012-03-04,,126.0,560,SANDWICH
2012-03-05,,155.0,1760,BURGER
2012-03-05,,127.30000000000001,680,COFFEE
2012-03-05,,127.5,440,LEMONADE
2012-03-05,,126.0,920,SANDWICH
2012-03-06,,155.0,1720,BURGER
2012-03-06,,127.30000000000001,520,COFFEE
2012-03-06,,127.5,320,LEMONADE
2012-03-06,,126.0,880,SANDWICH
2012-03-07,,155.0,1680,BURGER
2012-03-07,,127.30000000000001,680,COFFEE
2012-03-07,,127.5,480,LEMONADE
2012-03-07,,126.0,880,SANDWICH
2012-03-08,,155.0,1720,BURGER
2012-03-08,,127.30000000000001,560,COFFEE
2012-03-08,,127.5,400,LEMONADE
2012-03-08,,126.0,840,SANDWICH
2012-03-09,,155.0,1800,BURGER
2012-03-09,,127.30000000000001,680,COFFEE
2012-03-09,,127.5,400,LEMONADE
2012-03-09,,126.0,880,SANDWICH
2012-03-10,,155.0,1120,BURGER
2012-03-10,,127.30000000000001,440,COFFEE
2012-03-10,,127.5,360,LEMONADE
2012-03-10,,126.0,560,SANDWICH
2012-03-11,,155.0,1280,BURGER
2012-03-11,,127.30000000000001,400,COFFEE
2012-03-11,,127.5,360,LEMONADE
2012-03-11,,126.0,680,SANDWICH
2012-03-12,,155.0,1680,BURGER
2012-03-12,,127.30000000000001,680,COFFEE
2012-03-12,,127.5,400,LEMONADE
2012-03-12,,126.0,1000,SANDWICH
2012-03-13,,155.0,1760,BURGER
2012-03-13,,127.30000000000001,560,COFFEE
2012-03-13,,127.5,320,LEMONADE
2012-03-13,,126.0,880,SANDWICH
2012-03-14,,155.0,1680,BURGER
2012-03-14,,127.30000000000001,560,COFFEE
2012-03-14,,127.5,400,LEMONADE
2012-03-14,,126.0,840,SANDWICH
2012-03-15,,155.0,1720,BURGER
2012-03-15,,127.30000000000001,520,COFFEE
2012-03-15,,127.5,360,LEMONADE
2012-03-15,,126.0,920,SANDWICH
2012-03-16,,155.0,1760,BURGER
2012-03-16,,127.30000000000001,640,COFFEE
2012-03-16,,127.5,320,LEMONADE
2012-03-16,,126.0,920,SANDWICH
2012-03-17,,155.0,1120,BURGER
2012-03-17,,127.30000000000001,440,COFFEE
2012-03-17,,127.5,400,LEMONADE
2012-03-17,,126.0,560,SANDWICH
2012-03-18,,155.0,1200,BURGER
2012-03-18,,127.30000000000001,400,COFFEE
2012-03-18,,127.5,360,LEMONADE
2012-03-18,,126.0,600,SANDWICH
2012-03-19,,155.0,1760,BURGER
2012-03-19,,127.30000000000001,600,COFFEE
2012-03-19,,127.5,440,LEMONADE
2012-03-19,,126.0,1000,SANDWICH
2012-03-20,,155.0,1680,BURGER
2012-03-20,,127.30000000000001,600,COFFEE
2012-03-20,,127.5,320,LEMONADE
2012-03-20,,126.0,840,SANDWICH
2012-03-21,,155.0,1800,BURGER
2012-03-21,,127.30000000000001,560,COFFEE
2012-03-21,,127.5,320,LEMONADE
2012-03-21,,126.0,840,SANDWICH
2012-03-22,,155.0,1800,BURGER
2012-03-22,,127.30000000000001,560,COFFEE
2012-03-22,,127.5,400,LEMONADE
2012-03-22,,126.0,880,SANDWICH
2012-03-23,,155.0,1800,BURGER
2012-03-23,,127.30000000000001,680,COFFEE
2012-03-23,,127.5,480,LEMONADE
2012-03-23,,126.0,920,SANDWICH
2012-03-24,,155.0,1120,BURGER
2012-03-24,,127.30000000000001,400,COFFEE
2012-03-24,,127.5,240,LEMONADE
2012-03-24,,126.0,640,SANDWICH
2012-03-25,,155.0,1240,BURGER
2012-03-25,,127.30000000000001,480,COFFEE
2012-03-25,,127.5,280,LEMONADE
2012-03-25,,126.0,640,SANDWICH
2012-03-26,,155.0,1800,BURGER
2012-03-26,,127.30000000000001,560,COFFEE
2012-03-26,,127.5,360,LEMONADE
2012-03-26,,126.0,1000,SANDWICH
2012-03-27,,155.0,1800,BURGER
2012-03-27,,127.30000000000001,680,COFFEE
2012-03-27,,127.5,400,LEMONADE
2012-03-27,,126.0,920,SANDWICH
2012-03-28,,155.0,1760,BURGER
2012-03-28,,127.30000000000001,680,COFFEE
2012-03-28,,127.5,320,LEMONADE
2012-03-28,,126.0,960,SANDWICH
2012-03-29,,155.0,1720,BURGER
2012-03-29,,127.30000000000001,600,COFFEE
2012-03-29,,127.5,320,LEMONADE
2012-03-29,,126.0,1000,SANDWICH
2012-03-30,,155.0,1680,BURGER
2012-03-30,,127.30000000000001,680,COFFEE
2012-03-30,,127.5,440,LEMONADE
2012-03-30,,126.0,840,SANDWICH
2012-03-31,,155.0,1200,BURGER
2012-03-31,,127.30000000000001,400,COFFEE
2012-03-31,,127.5,360,LEMONADE
2012-03-31,,126.0,560,SANDWICH
2012-04-01,,155.0,1160,BURGER
2012-04-01,,127.30000000000001,400,COFFEE
2012-04-01,,127.5,360,LEMONADE
2012-04-01,,126.0,680,SANDWICH
2012-04-02,,155.0,1640,BURGER
2012-04-02,,127.30000000000001,520,COFFEE
2012-04-02,,127.5,360,LEMONADE
2012-04-02,,126.0,880,SANDWICH
2012-04-03,Qing Ming Festival,155.0,1280,BURGER
2012-04-03,Qing Ming Festival,127.30000000000001,520,COFFEE
2012-04-03,Qing Ming Festival,127.5,400,LEMONADE
2012-04-03,Qing Ming Festival,126.0,720,SANDWICH
2012-04-04,Qing Ming Festival,155.0,1160,BURGER
2012-04-04,Qing Ming Festival,127.30000000000001,440,COFFEE
2012-04-04,Qing Ming Festival,127.5,320,LEMONADE
2012-04-04,Qing Ming Festival,126.0,600,SANDWICH
2012-04-05,Qing Ming Festival,155.0,1240,BURGER
2012-04-05,Qing Ming Festival,127.30000000000001,520,COFFEE
2012-04-05,Qing Ming Festival,127.5,240,LEMONADE
2012-04-05,Qing Ming Festival,126.0,600,SANDWICH
2012-04-06,,155.0,1640,BURGER
2012-04-06,,127.30000000000001,560,COFFEE
2012-04-06,,127.5,440,LEMONADE
2012-04-06,,126.0,880,SANDWICH
2012-04-07,,155.0,1280,BURGER
2012-04-07,,127.30000000000001,520,COFFEE
2012-04-07,,127.5,400,LEMONADE
2012-04-07,,126.0,640,SANDWICH
2012-04-08,,155.0,1280,BURGER
2012-04-08,,127.30000000000001,400,COFFEE
2012-04-08,,127.5,320,LEMONADE
2012-04-08,,126.0,600,SANDWICH
2012-04-09,,155.0,1720,BURGER
2012-04-09,,127.30000000000001,600,COFFEE
2012-04-09,,127.5,320,LEMONADE
2012-04-09,,126.0,880,SANDWICH
2012-04-10,,155.0,1760,BURGER
2012-04-10,,127.30000000000001,560,COFFEE
2012-04-10,,127.5,360,LEMONADE
2012-04-10,,126.0,1000,SANDWICH
2012-04-11,,155.0,1680,BURGER
2012-04-11,,127.30000000000001,680,COFFEE
2012-04-11,,127.5,320,LEMONADE
2012-04-11,,126.0,1000,SANDWICH
2012-04-12,,155.0,1640,BURGER
2012-04-12,,127.30000000000001,600,COFFEE
2012-04-12,,127.5,480,LEMONADE
2012-04-12,,126.0,1000,SANDWICH
2012-04-13,,155.0,1800,BURGER
2012-04-13,,127.30000000000001,600,COFFEE
2012-04-13,,127.5,360,LEMONADE
2012-04-13,,126.0,840,SANDWICH
2012-04-14,,155.0,1280,BURGER
2012-04-14,,127.30000000000001,440,COFFEE
2012-04-14,,127.5,360,LEMONADE
2012-04-14,,126.0,680,SANDWICH
2012-04-15,,155.0,1160,BURGER
2012-04-15,,127.30000000000001,440,COFFEE
2012-04-15,,127.5,400,LEMONADE
2012-04-15,,126.0,560,SANDWICH
2012-04-16,,155.0,1640,BURGER
2012-04-16,,127.30000000000001,600,COFFEE
2012-04-16,,127.5,400,LEMONADE
2012-04-16,,126.0,1000,SANDWICH
2012-04-17,,155.0,1640,BURGER
2012-04-17,,127.30000000000001,560,COFFEE
2012-04-17,,127.5,400,LEMONADE
2012-04-17,,126.0,840,SANDWICH
2012-04-18,,155.0,1800,BURGER
2012-04-18,,127.30000000000001,640,COFFEE
2012-04-18,,127.5,360,LEMONADE
2012-04-18,,126.0,920,SANDWICH
2012-04-19,,155.0,1760,BURGER
2012-04-19,,127.30000000000001,600,COFFEE
2012-04-19,,127.5,480,LEMONADE
2012-04-19,,126.0,960,SANDWICH
2012-04-20,,155.0,1720,BURGER
2012-04-20,,127.30000000000001,560,COFFEE
2012-04-20,,127.5,440,LEMONADE
2012-04-20,,126.0,960,SANDWICH
2012-04-21,,155.0,1120,BURGER
2012-04-21,,127.30000000000001,400,COFFEE
2012-04-21,,127.5,280,LEMONADE
2012-04-21,,126.0,560,SANDWICH
2012-04-22,,155.0,1280,BURGER
2012-04-22,,127.30000000000001,520,COFFEE
2012-04-22,,127.5,240,LEMONADE
2012-04-22,,126.0,720,SANDWICH
2012-04-23,,155.0,1800,BURGER
2012-04-23,,127.30000000000001,560,COFFEE
2012-04-23,,127.5,360,LEMONADE
2012-04-23,,126.0,920,SANDWICH
2012-04-24,,155.0,1640,BURGER
2012-04-24,,127.30000000000001,640,COFFEE
2012-04-24,,127.5,480,LEMONADE
2012-04-24,,126.0,960,SANDWICH
2012-04-25,,155.0,1760,BURGER
2012-04-25,,127.30000000000001,560,COFFEE
2012-04-25,,127.5,320,LEMONADE
2012-04-25,,126.0,960,SANDWICH
2012-04-26,,155.0,1640,BURGER
2012-04-26,,127.30000000000001,600,COFFEE
2012-04-26,,127.5,440,LEMONADE
2012-04-26,,126.0,920,SANDWICH
2012-04-27,,155.0,1760,BURGER
2012-04-27,,127.30000000000001,560,COFFEE
2012-04-27,,127.5,480,LEMONADE
2012-04-27,,126.0,960,SANDWICH
2012-04-28,,155.0,1240,BURGER
2012-04-28,,127.30000000000001,400,COFFEE
2012-04-28,,127.5,240,LEMONADE
2012-04-28,,126.0,680,SANDWICH
2012-04-29,,155.0,1160,BURGER
2012-04-29,,127.30000000000001,400,COFFEE
2012-04-29,,127.5,240,LEMONADE
2012-04-29,,126.0,560,SANDWICH
2012-04-30,Labor Day,155.0,1280,BURGER
2012-04-30,Labor Day,127.30000000000001,440,COFFEE
2012-04-30,Labor Day,127.5,320,LEMONADE
2012-04-30,Labor Day,126.0,720,SANDWICH
2012-05-01,Labor Day,150.0,1280,BURGER
2012-05-01,Labor Day,114.9,440,COFFEE
2012-05-01,Labor Day,113.6,440,LEMONADE
2012-05-01,Labor Day,104.7,880,SANDWICH
2012-05-02,Labor Day,150.0,1240,BURGER
2012-05-02,Labor Day,114.9,480,COFFEE
2012-05-02,Labor Day,113.6,400,LEMONADE
2012-05-02,Labor Day,104.7,840,SANDWICH
2012-05-03,,150.0,1720,BURGER
2012-05-03,,114.9,640,COFFEE
2012-05-03,,113.6,520,LEMONADE
2012-05-03,,104.7,1160,SANDWICH
2012-05-04,,150.0,1880,BURGER
2012-05-04,,114.9,600,COFFEE
2012-05-04,,113.6,520,LEMONADE
2012-05-04,,104.7,1160,SANDWICH
2012-05-05,,150.0,1240,BURGER
2012-05-05,,114.9,400,COFFEE
2012-05-05,,113.6,320,LEMONADE
2012-05-05,,104.7,800,SANDWICH
2012-05-06,,150.0,1320,BURGER
2012-05-06,,114.9,480,COFFEE
2012-05-06,,113.6,400,LEMONADE
2012-05-06,,104.7,840,SANDWICH
2012-05-07,,150.0,1800,BURGER
2012-05-07,,114.9,680,COFFEE
2012-05-07,,113.6,520,LEMONADE
2012-05-07,,104.7,1200,SANDWICH
2012-05-08,,150.0,1760,BURGER
2012-05-08,,114.9,720,COFFEE
2012-05-08,,113.6,400,LEMONADE
2012-05-08,,104.7,1200,SANDWICH
2012-05-09,,150.0,1880,BURGER
2012-05-09,,114.9,640,COFFEE
2012-05-09,,113.6,480,LEMONADE
2012-05-09,,104.7,1240,SANDWICH
2012-05-10,,150.0,1760,BURGER
2012-05-10,,114.9,720,COFFEE
2012-05-10,,113.6,440,LEMONADE
2012-05-10,,104.7,1160,SANDWICH
2012-05-11,,150.0,1880,BURGER
2012-05-11,,114.9,720,COFFEE
2012-05-11,,113.6,480,LEMONADE
2012-05-11,,104.7,1240,SANDWICH
2012-05-12,,150.0,1200,BURGER
2012-05-12,,114.9,520,COFFEE
2012-05-12,,113.6,440,LEMONADE
2012-05-12,,104.7,840,SANDWICH
2012-05-13,,150.0,1160,BURGER
2012-05-13,,114.9,560,COFFEE
2012-05-13,,113.6,280,LEMONADE
2012-05-13,,104.7,800,SANDWICH
2012-05-14,,150.0,1880,BURGER
2012-05-14,,114.9,720,COFFEE
2012-05-14,,113.6,440,LEMONADE
2012-05-14,,104.7,1200,SANDWICH
2012-05-15,,150.0,1720,BURGER
2012-05-15,,114.9,640,COFFEE
2012-05-15,,113.6,400,LEMONADE
2012-05-15,,104.7,1120,SANDWICH
2012-05-16,,150.0,1760,BURGER
2012-05-16,,114.9,640,COFFEE
2012-05-16,,113.6,480,LEMONADE
2012-05-16,,104.7,1160,SANDWICH
2012-05-17,,150.0,1800,BURGER
2012-05-17,,114.9,640,COFFEE
2012-05-17,,113.6,400,LEMONADE
2012-05-17,,104.7,1280,SANDWICH
2012-05-18,,150.0,1840,BURGER
2012-05-18,,114.9,760,COFFEE
2012-05-18,,113.6,440,LEMONADE
2012-05-18,,104.7,1240,SANDWICH
2012-05-19,,150.0,1160,BURGER
2012-05-19,,114.9,480,COFFEE
2012-05-19,,113.6,280,LEMONADE
2012-05-19,,104.7,760,SANDWICH
2012-05-20,,150.0,1240,BURGER
2012-05-20,,114.9,520,COFFEE
2012-05-20,,113.6,360,LEMONADE
2012-05-20,,104.7,760,SANDWICH
2012-05-21,,150.0,1840,BURGER
2012-05-21,,114.9,760,COFFEE
2012-05-21,,113.6,520,LEMONADE
2012-05-21,,104.7,1280,SANDWICH
2012-05-22,,150.0,1800,BURGER
2012-05-22,,114.9,600,COFFEE
2012-05-22,,113.6,480,LEMONADE
2012-05-22,,104.7,1160,SANDWICH
2012-05-23,,150.0,1800,BURGER
2012-05-23,,114.9,760,COFFEE
2012-05-23,,113.6,480,LEMONADE
2012-05-23,,104.7,1280,SANDWICH
2012-05-24,,150.0,1800,BURGER
2012-05-24,,114.9,640,COFFEE
2012-05-24,,113.6,560,LEMONADE
2012-05-24,,104.7,1120,SANDWICH
2012-05-25,,150.0,1760,BURGER
2012-05-25,,114.9,720,COFFEE
2012-05-25,,113.6,480,LEMONADE
2012-05-25,,104.7,1120,SANDWICH
2012-05-26,,150.0,1200,BURGER
2012-05-26,,114.9,520,COFFEE
2012-05-26,,113.6,280,LEMONADE
2012-05-26,,104.7,800,SANDWICH
2012-05-27,,150.0,1200,BURGER
2012-05-27,,114.9,480,COFFEE
2012-05-27,,113.6,440,LEMONADE
2012-05-27,,104.7,840,SANDWICH
2012-05-28,,150.0,1720,BURGER
2012-05-28,,114.9,680,COFFEE
2012-05-28,,113.6,520,LEMONADE
2012-05-28,,104.7,1200,SANDWICH
2012-05-29,,150.0,1800,BURGER
2012-05-29,,114.9,760,COFFEE
2012-05-29,,113.6,520,LEMONADE
2012-05-29,,104.7,1200,SANDWICH
2012-05-30,,150.0,1800,BURGER
2012-05-30,,114.9,760,COFFEE
2012-05-30,,113.6,480,LEMONADE
2012-05-30,,104.7,1200,SANDWICH
2012-05-31,,150.0,1760,BURGER
2012-05-31,,114.9,600,COFFEE
2012-05-31,,113.6,520,LEMONADE
2012-05-31,,104.7,1280,SANDWICH
2012-06-01,,150.0,1720,BURGER
2012-06-01,,114.9,680,COFFEE
2012-06-01,,113.6,560,LEMONADE
2012-06-01,,104.7,1200,SANDWICH
2012-06-02,,150.0,1200,BURGER
2012-06-02,,114.9,440,COFFEE
2012-06-02,,113.6,320,LEMONADE
2012-06-02,,104.7,920,SANDWICH
2012-06-03,,150.0,1320,BURGER
2012-06-03,,114.9,440,COFFEE
2012-06-03,,113.6,400,LEMONADE
2012-06-03,,104.7,840,SANDWICH
2012-06-04,Dragon Boat Festivel,150.0,1160,BURGER
2012-06-04,Dragon Boat Festivel,114.9,560,COFFEE
2012-06-04,Dragon Boat Festivel,113.6,320,LEMONADE
2012-06-04,Dragon Boat Festivel,104.7,840,SANDWICH
2012-06-05,Dragon Boat Festivel,150.0,1240,BURGER
2012-06-05,Dragon Boat Festivel,114.9,480,COFFEE
2012-06-05,Dragon Boat Festivel,113.6,280,LEMONADE
2012-06-05,Dragon Boat Festivel,104.7,800,SANDWICH
2012-06-06,Dragon Boat Festivel,150.0,1240,BURGER
2012-06-06,Dragon Boat Festivel,114.9,560,COFFEE
2012-06-06,Dragon Boat Festivel,113.6,400,LEMONADE
2012-06-06,Dragon Boat Festivel,104.7,760,SANDWICH
2012-06-07,,150.0,1840,BURGER
2012-06-07,,114.9,720,COFFEE
